/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/001_frnt.mp4,glacier3
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/001_back.mp4,glacier3
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/002_frnt.mp4,surf
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/003_frnt.mp4,boats4
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/004_frnt.mp4,shark2
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/006_frnt.mp4,coral9
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/006_back.mp4,coral9
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/007_frnt.mp4,eyes2
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/008_frnt.mp4,people
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/008_back.mp4,people
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/009_frnt.mp4,reefs
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/011_frnt.mp4,snow2
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/012_frnt.mp4,horses
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/012_back.mp4,horses
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/014_frnt.mp4,ship
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/014_back.mp4,ship
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/015_frnt.mp4,gophers
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/015_back.mp4,gophers
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/016_frnt.mp4,clouds2
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/016_back.mp4,clouds2
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/017_frnt.mp4,greenmts
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/017_back.mp4,greenmts
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/018_frnt.mp4,desert3
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/019_frnt.mp4,safari
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/019_back.mp4,safari
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/020_frnt.mp4,hotair
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/021_frnt.mp4,penguins3
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/021_back.mp4,penguins3
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/024_frnt.mp4,nature5
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/025_frnt.mp4,camping2
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/026_frnt.mp4,octopus2
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/028_frnt.mp4,snake
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/029_frnt.mp4,snow12
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/029_back.mp4,snow12
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/032_frnt.mp4,sloth
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/032_back.mp4,sloth
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/034_frnt.mp4,fish
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/034_back.mp4,fish
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/036_frnt.mp4,birds2
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/039_frnt.mp4,otters
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/040_frnt.mp4,hiking5
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/040_back.mp4,hiking5
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/041_frnt.mp4,parrot
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/041_back.mp4,parrot
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/044_frnt.mp4,nepal2
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/045_frnt.mp4,fiash
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/045_back.mp4,fiash
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/046_frnt.mp4,mountains7
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/048_frnt.mp4,eagle2
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/048_back.mp4,eagle2
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/049_frnt.mp4,goats
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/049_back.mp4,goats
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/050_frnt.mp4,yosemite
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/050_back.mp4,yosemite
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/051_frnt.mp4,building4
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/052_frnt.mp4,flowers
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/053_frnt.mp4,hiking6
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/054_frnt.mp4,parrot4
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/054_back.mp4,parrot4
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/055_frnt.mp4,scuba
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/055_back.mp4,scuba
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/056_frnt.mp4,elephant2
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/057_frnt.mp4,owl3
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/057_back.mp4,owl3
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/058_frnt.mp4,playing
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/058_back.mp4,playing
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/059_frnt.mp4,toucan2
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/060_frnt.mp4,island3
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/062_frnt.mp4,whale14
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/062_back.mp4,whale14
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/063_frnt.mp4,butterflies
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/063_back.mp4,butterflies
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/064_frnt.mp4,celestial
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/064_back.mp4,celestial
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/066_frnt.mp4,flowers2
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/067_frnt.mp4,tadpoles2
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/067_back.mp4,tadpoles2
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/068_frnt.mp4,alps
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/070_frnt.mp4,mountaintops
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/072_frnt.mp4,polarbear3
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/072_back.mp4,polarbear3
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/074_frnt.mp4,waves8
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/074_back.mp4,waves8
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/075_frnt.mp4,fish2
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/075_back.mp4,fish2
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/076_frnt.mp4,mountains6
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/076_back.mp4,mountains6
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/077_frnt.mp4,horse3
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/077_back.mp4,horse3
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/082_frnt.mp4,ocean
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/084_frnt.mp4,travels
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/084_back.mp4,travels
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/085_frnt.mp4,bear
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/086_frnt.mp4,snow9
/scratch/groups/rwr/joswong/CS230/VM-NET/data/video/086_back.mp4,snow9
